10,20,30,40,50,60,70,80,90
0.85824,0.86806,0.8414280075435288,0.936165,0.964,0.9474663635059216,0.8165761641545117,0.93626875,0.8630162962962963
0.82936,0.73424,0.7769220648217183,0.7299100000000001,0.7309216000000001,0.7353472919724948,0.7400313309145218,0.77199125,0.7208720987654321
0.79496,0.7697,0.8479014078329898,0.8613,0.8504512,0.8690389730797674,0.8530709978003426,0.776105,0.8274587654320988
0.7595999999999999,0.8106599999999999,0.8128327704925222,0.818695,0.8168672,0.8144678314808887,0.7839725326904814,0.786585,0.7822508641975309
0.79136,0.81446,0.8015437919389501,0.795455,0.7902944,0.8081367755322789,0.8007110331896656,0.7559475,0.7684335802469136
0.8308800000000001,0.79774,0.8164027893513442,0.7980349999999999,0.8105152,0.7994966942969725,0.8055908637105218,0.80842375,0.7986261728395061
0.8264,0.82332,0.8218499188632078,0.82075,0.8331584000000001,0.834010662133972,0.8250679783443317,0.8081425,0.7888879012345679
0.84056,0.84488,0.8352616113328363,0.83621,0.8427648,0.8280394256134038,0.8169349274762381,0.8283612499999999,0.8065718518518519
0.84832,0.84894,0.8413402920924521,0.85512,0.8449088,0.8467699032019513,0.8380841064601748,0.8465962499999999,0.8277501234567901
